gx,gy,gz,ax,ay,az
8.3,1.1,82.4,-1.6,9.6,7.8
7.6,0.2,82.4,1,4,1
7.3,-1.3,82.9,8.8,15,-4.8
10.3,-0.9,83.5,0.2,-13.8,-23.2
7.9,-0.9,84.2,-3.8,-8.6,-8.8
8.6,-0.4,84.5,1.2,1.4,-7.4
8.9,-0.1,85.3,3.4,-9.8,14
8.6,0.3,85.2,-0.4,-14.2,1.2
8.6,0.7,84,-0.8,-6.4,-10.4
7.6,0,83.9,1.6,-0.8,10.8
8.6,0,83.5,4.6,-1.2,6.8
6.9,-0.1,83.8,-0.2,-7.8,17
7.1,0.3,84.5,0,-4.8,-2.6
7.1,0.6,84.1,1.8,-3.2,-2.8
6.8,0.6,84.2,2,3.4,5.4
7.3,0.4,84.3,1.8,-6,1.8
6.9,0.6,84.6,0.8,2.4,8.2
6.8,0.4,84.5,-2.6,5,-16.2
5.5,0.2,84.5,2.4,-10.4,22.6
6.1,-1.1,84.6,0.2,3.2,23
8.6,-0.5,84.6,5,-1,19.6
7.1,-1,84.8,-3.6,-5,21.2
7.2,-1.1,84.3,1,-2,-15.6
6.8,-1.1,84.7,-3.8,1.4,14
6.5,-1.5,85,-1.4,-10.6,11.2
7.1,-1.4,85.6,3.8,3.8,0
4.1,-2.1,86.7,-4,-2.8,-9.4
3.3,-1.5,88.8,-2.4,-8.8,15.4
4.4,-1.2,90.1,0,-2.6,4.4
4.8,-0.1,90.8,0.6,0.4,15.2
5.8,0.4,90.8,-1,8,15.8
6.3,1.2,90.6,0.2,-4.4,-23.6
6.6,1.5,90.9,-1.6,-7,-8.6
4.2,1.8,91.6,-0.2,0.4,8.8
4.5,2.1,92.4,4.6,-0.8,23.8
4.9,2.5,92.3,2.4,3.2,0.4
5.4,3.2,91.6,3.2,6,-0.2
5.3,3.1,91.6,1.6,-1.6,9.8
5.9,3.6,92,-0.2,-3,0
5.9,4.3,92.2,1,4,-1
6.4,4.9,91.4,-1.2,-8.6,-3.4
7.7,5.2,89.5,-0.4,0.2,-17.2
8.5,4.9,88.4,-1.8,-16.8,0
7,4.3,86.2,-0.2,4,-14
9.1,3.9,87,0.6,-0.4,-16.8
7.5,3.9,88.1,6.6,16.2,3.8
7.9,5.1,88,2.2,3.8,-2.6
8.7,4,86.9,1.6,-16.6,-0.2
10,6.1,84.2,9.2,-5.8,26.4
10,5.9,80.1,9,-2.6,7
10,5.5,75.6,-3.6,3,-9.6
10,5.5,72.5,0,9.4,-11.8
9.5,2.5,71.4,7.8,15.6,10.6
10.4,1.4,70.6,-8.2,-11.6,-5.4
8.2,-0.7,72.2,-0.6,-1.4,-9.4
9.2,-2.1,73.3,-1.6,-7.4,5
7.6,-3.5,73.4,1,4.6,5.4
8.6,-4.7,74.3,-4.4,-5,-31
7.6,-5.2,75.5,-2.8,0.4,14.4
7.3,-4.3,77,4.2,3.8,-5.4
8.7,-3.8,79.7,2.8,3,13.2
8.9,-3.5,82.8,0,-7,-8.6
7.5,-2.3,84.6,-0.4,-7.6,15.8
9.2,-0.5,84.2,-0.2,-13.6,10.8
7.3,0.1,83.4,-3,-4.6,5.8
9.1,1.3,83.7,-3.8,-1,-26.2
8.8,1.4,84.3,-3.4,-4.8,-2.4
8,1.9,85,1,4.8,-7
9.3,3,85,-1,2.4,2
8.7,3.9,85.1,-2,6.6,-5.8
9.4,3.1,84.9,4.8,10.8,-26.6
9.6,3.1,84.3,2.2,-1.2,3.8
10.4,2.4,83,-1.2,-1.8,-6.8
9,2.1,82.5,-2.6,-0.2,7.6
10,1.9,81.7,-3,-8.6,-20.4
9.6,1.7,82.1,2,11.6,12.2
9,0.8,83.2,0.4,1.2,5.6
9.4,0.5,83.5,-1.2,0.8,-6.4
9.6,0.9,82.5,2.4,1.2,-15.4
10,0.6,82.1,3,3,8.2
9.1,-0.3,83.2,0.8,0.2,12
8.4,-0.5,83.6,1.4,-2.6,-0.2
7.8,-0.2,84.1,-3,-9.6,7.6
7.5,-0.4,84.4,-3.8,2,2.2
7.9,0.3,84.9,-1.4,3.8,-22.8
6.9,0.7,85.9,4,-6.6,17.8
7,-0.1,85.9,1.4,-12.4,0
6.6,0.5,85.3,-3.4,2,2
7.4,0.4,84.9,-3.4,-0.6,-8.4
6.7,0.3,85.3,-0.2,-3.6,13.8
6.8,0.2,86.3,-2.2,-1.4,-10.6
6.6,0.7,87.1,2.4,-8,0.4
7.5,1.7,87.3,6.8,5.6,34
8.3,1.9,86.4,5,2,5.6
8.1,1.1,84.7,5.4,0.2,7.4
8.9,1.5,84.6,-2.2,1.2,6
8.7,1.3,84.6,-1.4,-9,0.4
8.5,1.1,85,1.2,-1.6,-4
8.8,1.1,85.2,0.8,7.2,-15.6
6.4,1,85.1,-8.4,-11,14.2
8.6,0.5,85.3,-3.4,-3.4,-15.2
8.4,0.6,84.7,1.2,4.6,5.6
8.3,0.6,84.6,2.8,5,5.2
9.3,0,84.6,0.8,-0.4,-1.8
9.1,-0.2,85.5,-0.6,1.8,-13
8.5,-0.1,87.3,-0.4,6,2.8
10.7,0.7,87.3,0.2,0.4,-11.4
7.4,0.5,86.9,0.6,-3,13.4
9.2,1.7,86.3,-1,13.8,-14.6
8.6,1.1,86.2,-1.4,8,3.6
9.2,1.2,86.4,-1.8,-6.6,6.4
9.5,0.6,86.8,-1,-21,29.8
8.7,-0.1,87.4,0.2,13,-2.6
18,2.7,87.1,-9,-1.4,55.6
10.4,2.6,86,6.2,21.6,34.2
9.5,1.6,85.6,-1.4,10.6,-6.4
13.2,4.6,85,-2,-19.2,-52.6
10.2,4.3,86.7,12,0.8,-38.2
9.1,2.2,85.8,3.4,0.4,18.4
8.1,2.8,85.7,-0.4,3.8,0.4
9.3,2.8,85.6,0.8,-10.4,-3.2
8.8,2.2,85.2,2.2,1.6,5.6
8.9,1.9,85.1,2.8,11.6,-29.6
9.2,1.6,84.6,-2.6,-16.4,-2.8
8.9,1.3,84.5,3.4,-2.2,1.2
8.9,0.6,84.6,0.2,1,-9.8
9.7,0.1,85,-2.2,-1.2,-20
8.9,-0.2,86.2,0.8,0.8,0.6
8,0.1,86.3,0.4,7,-4
8,0.4,86.3,-2.4,11,-6.6
8.6,0.1,86.5,-0.4,-6.8,-14
10,0.1,86.3,2.2,-4,10.6
9.8,0.6,86.6,1.2,-6.2,1.2
10.2,0,87,0,4.6,3.6
9.2,0.6,87.9,2,5.4,4
9.6,1.3,88.6,1.2,10.8,-2.2
9.9,2.2,87.5,-1.6,-4.6,-2.6
9.1,2.5,86.4,-1.8,3.8,-18
9.7,1.5,86.6,11.4,-7.8,29.2
10.5,1.9,87.1,-1,-6,-14
7.7,1.1,87.6,-1.8,-0.2,7.4
8.3,1.8,87.5,0.4,11.2,9.8
9.2,3.1,86.3,-1.6,14.8,-8.6
7.8,2.6,87,-0.8,4.4,10.2
10.1,1.3,87.5,0.2,-4.8,-21.2
6.9,2.2,85.9,-5.8,-29.8,15.8
9.2,2.1,85.6,4.8,2.6,-17.8
10.9,2.4,84.4,-4.6,-7,-3.4
10,1.7,83.9,-0.2,-4.8,15.4
11,1.4,85.3,0.2,-2.2,30.4
10,1.4,85.6,-3.2,-6,7.8
9.6,2.1,85,-0.4,-4,-1.6
8.3,1.1,84.5,4.8,-2.6,-0.4
9.6,1.1,83.9,2.6,-5.4,-11.8
8.1,1.5,83.9,8.4,11.8,20.8
8.2,1,83.8,-0.2,3.4,-10.6
7.6,0.5,83.8,1.2,-2.6,-1.8
7.3,0.3,84.4,-2.2,14.6,-17.8
8.6,0.6,83.7,-2.8,14.8,-14.4
7.8,1.1,84.1,-2.8,3,-11.6
9,0.3,84.4,-2.8,-6.4,-13.8
8.8,0,84.2,-1.4,2.8,4.4
9.7,-0.9,84.6,-3.6,-10,5.6
9.6,-0.5,85.1,-2,-0.8,-4.4
8,-0.3,85.6,1,4.2,-10.4
7.8,0,86.2,1,4.6,7.4
8.3,0,85.6,-0.4,-5,4.8
9.4,-0.5,85.5,8.2,26.2,31.4
6.2,-0.3,85.8,-4.2,5.4,-21.8
9,0.6,86.1,0,11.2,-26.8
6.8,-0.6,86.4,-0.4,6.4,10.6
7.2,-0.3,87.2,-1.4,-2.4,0.8
7,0.7,87.5,-0.2,5.4,-6.2
7.1,1.5,87.4,2.4,-0.6,5.6
6.7,2,86.9,1.2,9.8,-4.4
7.4,2.6,85.3,-3.6,-4.4,-6.8
5.8,2.5,85.4,2.6,21.4,-16.2
7.9,1.8,85.6,2.8,9.6,-27
7,1,85.6,3.6,3.6,17
6.3,0.8,85.1,-4.4,1.8,-10.8
7.4,0.7,84.6,-4,-13.6,5
5.5,0.4,86.4,-1.8,4.8,2.4
6.5,0.8,87.1,2,-0.8,-1.2
8.9,1.6,87.3,10,13.8,-48.8
6.6,1.6,86.2,1,35.4,1.8
7.8,1.2,86,2.4,15.6,-13.2
7.2,1.2,85.6,3.6,2.4,3.2
7.5,1.3,85.6,1,6.8,-1.2
8.2,1.4,85.8,-0.8,-10,-1.6
7.5,2,86.2,-2,-0.2,7.8
9.2,1.8,85.7,3.2,-3.2,-1
7.6,1.2,84.9,-3.4,-6,25
8.4,2.8,84.4,-2.6,1.2,1.8
7.7,1.2,84.3,1.2,5.6,1.8
10,0.6,84.4,-4,5.6,-17.6
8.4,0.3,84.6,-1.4,13.2,2.4
7.9,-0.6,85,2,2.4,11.8
8.8,0,86,-3.4,6.6,-23
8.1,-0.3,87.7,-0.6,8.8,4.6
10.8,-0.9,89.2,3.2,6,-17
8.8,0,90.5,1.6,-27,2
9.1,1.3,90.9,-2.8,4.8,-7.6
8.6,1.2,90.2,-2.2,4.8,-14
9.8,2.1,88.9,-1.2,-7.2,-5.6
8,3.1,88.6,1.8,15.8,-17.6
8,2.9,88.5,-0.2,0.6,-5.6
7.2,3.5,89.1,3,-2,2.4
6.7,4,88.7,2.8,0.4,-6.2
7.9,5.3,87.1,1.6,6,-7
7.2,5.5,84.6,0.8,-5.6,4.8
6.1,4.7,81.7,1.6,-6.4,12
8.4,3.5,79,5.2,-8.6,-1.2
7,3.1,79.3,2.2,-18.8,3.4
9.3,2.9,80.2,1.8,-2,6.2
9.5,1.7,80.5,0.6,-0.2,-1.6
19.1,0.6,79.4,12.4,2.2,-70.6
11.3,2.2,78.1,-1.2,-7,1.2
13.6,1.6,77.6,-14.2,-55,-12.4
7.2,1.6,77.2,4.6,-7,59.8
15.5,0.3,76.3,-3.4,19.6,-42
4.1,-1.4,77.4,-0.6,-5.8,61.4
4.2,-1.2,77.4,-0.2,-7.6,-30.4
11.5,-0.6,76.9,0.6,5,2.8
12.3,3,76.3,-5.2,-9.8,-41
12.6,1.5,75.3,0.2,-8.6,-17.4
13.7,1.7,74.1,-1.6,-11.2,23.6
12.1,3.4,73.7,-1.8,7,-12.8
12.3,2.4,73.5,1,5.6,-5.6
10,1.2,73.7,3.4,2.8,12
10.2,1.1,73.8,5.2,4.6,4.2
8.5,1.5,73,-9.2,-16,-5.2
9.6,1.9,72.1,-1,-7.6,3.8
11.2,4.1,71.4,-2.8,1,-15.4
10.5,4,69.8,-2.2,-9.8,11
9.6,4.4,68,2,3.8,1.4
10.4,4,66.7,3.4,12.8,-6.2
9.7,3.3,63.7,-1,-22.8,24
8.6,1.4,60.7,3,16.4,0.8
9.2,-0.4,60.1,-0.2,0.8,4.6
8.6,-2.1,60.6,-1.4,-1.8,3.8
9.2,-3.5,63.3,-5.8,-1.6,-12
8.9,-4.6,66,-3,-3.2,14.6
7.5,-5.7,70.2,-6,-3.2,10.2
7.3,-5.6,73.9,-4,4,-13.4
7.3,-5.5,79.3,-1.8,5.4,11
6.6,-6.5,84.8,-7,12.6,-11.4
7.6,-5.1,89.5,8.4,33.4,-14.4
12.2,-3.9,92.3,1.4,-19,-11.8
10.7,-1.8,92.3,2.6,-9.2,10.6
11.2,0.2,92.6,-1.4,32.2,-14.4
14.1,2.7,91.1,5,7.2,10.2
11.9,5,88.2,-4.6,7.4,-39.6
12.6,7,86.8,-4.4,2,-42.4
11.5,5.3,87.2,1.2,-9,6.2
10,4.3,85.7,1.8,-8.8,-0.2
10.7,3.8,84.5,3.2,-7.8,16
12.1,4.5,84.7,-7.4,-17.8,-3.6
12.3,3.4,84.3,3.6,8.8,-7.2
9.8,3.3,85.2,-0.8,-4.2,14.6
9.6,2.9,85.7,-2.6,3.8,-18.2
11.7,3.3,85.3,-2.6,-0.8,30.8
9.2,3.6,85.5,6,3.6,-10
9.2,3,85.4,-4.6,6.2,-4
8.9,3.2,85.2,1.6,-1.6,13.4
7.9,2.1,84.5,4.8,13.2,13.6
8.8,1.3,84.3,2.4,-16.4,18.2
9.1,0.8,84.2,0.8,-12.8,1
7.3,0.7,84.9,-5.4,5.4,-42.4
9.7,3.3,85.7,2,6.8,30.4
8,2.8,86.8,-3.4,-17.2,22.4
7.5,2.3,87.7,-0.4,-5.4,0
6.2,1,87.8,-2,-8.8,36.6
7.2,1.4,87.5,-3.2,-0.8,9
8.9,1.2,88.8,2,1.2,-16.6
9.4,1.2,89.1,4.6,-0.4,11.8
8.4,1,89.7,-1.2,4.8,-5.6
9.1,1.5,89.8,1.8,0.6,-9.2
7.9,1.5,90.9,0.8,11.4,0.2
8.4,2.3,91.5,0.4,14.6,-3.4
9.8,3,91.7,-6.8,0.8,-17.2
9,2.7,91.3,-1,3,-1
7.6,2.8,89.9,2.2,6,-7.6
6.8,2.4,88.3,4,-7.4,23
7,2.6,86.3,-3.8,-13,-0.2
6.8,1.5,86.1,1,-17.6,31.2
6.8,0.9,87.4,0.8,-0.8,8.2
7.5,0.9,89.2,2,0,-5
6.9,1.4,89.2,2,9.6,3.6
7.5,2.1,87.9,-1.4,6.2,-16.2
7.9,1.5,86.3,0,1,-6
6.1,1,85.6,-4.6,-4,27.2
8,0.9,85,-6,-2.2,-21.6
8.3,-0.9,85.5,4.6,-14.2,27.6
9,-0.8,87.1,9.2,17.4,-21.6
6,0.5,89.1,0,6,-16.8
4.2,0.1,88.5,1,-12.6,-9.8
5.7,-0.5,88.9,0.2,3.4,4.8
6.4,-0.1,89.1,-2.2,0.2,10
7.5,0.1,90.5,-2.2,0.4,-4.4
7.4,0.2,91.7,-0.8,-0.8,1.6
7.1,-0.5,91.8,11.4,-9,29.8
17.5,0.7,91,-6,-73.2,-76
9,0.3,91.3,3,5.6,22.2
9.7,2,90.9,-7.2,18.6,-22.8
5.6,3.3,91.2,-2.2,-1,-55
6.8,0.5,91,3.2,-8.8,34.4
8.1,2.1,90.9,1.4,60.4,29
13.9,2.4,90.4,-1.6,-12.4,-2.6
10.4,1,91.5,1.4,-4,1
9.7,2,91.3,-1,-9,-13.2
8.3,2,90.6,2.4,1,32
9.4,0.8,89.9,3.6,1.8,16
8.6,1.5,89.6,-3.6,5.8,3.2
7.8,1.4,89.1,-0.6,18,-5.6
7.7,0.5,89.1,-1.2,-11,18.2
9.1,1,89.2,2,5.2,15.8
8.6,1.6,88.7,-1.8,3.2,3.6
9.6,1.4,88.7,0.6,5.4,-0.8
9,0.9,88.5,-3.2,-4.2,1.6
9,0.5,88.7,3.4,4.4,-1.6
8.9,0.6,89,-4.2,-2.8,1.4
9.4,0.6,88.9,0.2,4.8,-6.8
8.5,0.8,89.1,-0.4,-2.6,0.2
9.2,1.5,89.8,-1.8,-5.6,-11.6
9.9,1.9,89.3,0.4,7.8,-13.4
8.2,1.9,89.1,0.8,-0.6,3.8
8.2,2.3,88.5,1,6.4,-3.8
7.5,2.3,87.6,3,-1.4,6.4
7.6,2.4,87.2,-3.4,-11.2,-8.6
7.9,1.8,87.6,-3.8,17.8,13.8
8.8,1.3,88.2,-4.6,5.6,-5
8,1.8,88.6,4.2,-10,13.8
8.6,1.8,88,1.6,4.2,3.4
7.4,3,85.7,-3.6,10.2,-22.6
8.3,3.3,85,-2,-6.4,5
9.1,1.8,86.2,1,10,-17.4
7.9,1.3,86.3,-1.6,-14.6,9.4
7.6,0.6,86.6,-2,-8.4,-16.6
8.6,-0.4,85.8,0.2,-1.2,-3
7.8,-0.7,85.9,-2.4,-0.8,-8.2
7.6,-0.4,87,2.8,6.2,5.6
7.9,-1,87.4,-0.4,-11,9.8
7.7,0,87.4,-1.6,-8,12.6
8.3,-0.6,88.4,1.6,-3,1
6.8,0,87.9,5,22.8,-25
7.6,0.2,87.5,-2.6,10,-0.2
8.5,-0.1,87.6,4.2,12.4,9.2
9.9,1.3,87.2,-5.8,-8,-31.6
8.5,1.1,87.3,-1.2,-9.4,-16
7.1,1.4,88.2,-1.8,-1.6,21.6
8.8,2.3,88.2,0,-2.8,24.6
7.9,2.5,87.4,-1.6,0.2,1
7.1,2.4,86.9,2,0,4.8
8.8,2.8,86.6,3.6,4,17.6
7.4,1.7,86.1,1.6,5.8,-12.4
9.3,1.6,85.7,1.2,3.2,-5
9,0.8,84.4,-2.4,-2.2,13
8.6,0.3,84.8,-2.4,3.8,-25.8
8.1,-0.2,85.2,-0.6,3.2,-12.4
8,0.1,85.9,-3.6,4.6,-8
8.1,1.1,86,-2.2,2.6,-13
9.6,0.6,85.7,-2,-8,10.4
8.5,0.9,85.4,2.6,13.4,10.2
9,1.1,86,0.2,2.8,-27
9.2,-0.1,86.1,1.8,-5.8,2.4
8.8,0.3,85.7,-4.8,-10.8,11.4
8.8,0.6,85.6,-2.2,2.6,-14.2
8.3,1.2,85.6,-1.6,-10.6,-17.2
8.1,1,85.2,0.2,0.6,20.6
7.8,1.1,85,3.2,4.4,20.6
10,1.7,84.7,-4.4,-2,-33.2
6.2,0.5,84.9,0.2,18.2,5
6.6,-0.9,85.2,1.4,-4.2,19.6
9.1,-0.2,85.5,5.8,-5,-0.4
7.5,-0.6,85.8,0.8,-2.6,0
6.7,-0.8,86.1,2.8,-1.8,-0.2
8.1,0,86.4,2.4,3.8,-12
6.4,-0.3,85.8,-3.4,3.8,-20.2
3.2,-1.6,86.8,-6.6,-18.6,39.4
7.7,-1.8,87.2,-1.6,-1,-27
5.1,-1.2,87.8,-0.4,27.2,-4.4
4.4,-2.8,88.4,-2.4,-6,-2.2
5.4,-2.2,88.8,0.4,-13.2,9.6
5.4,-1.6,90.2,2,8.8,12
7.1,-0.9,90.9,1,-2.8,1.8
6.1,-0.5,91.2,-1.4,6.4,-1
8.6,-0.3,91.5,2.6,-34.8,0
5.8,-0.2,91.7,0.2,-8,43.2
8.6,0.5,91.4,-2,6.8,-24.8
9.3,0.7,91.2,-3,-12.2,4.8
8.3,0.6,91.3,-2.4,11.8,-18.6
8.4,0.2,91.5,1.6,-4.4,-6.8
8.8,0.1,92.2,0.2,-6.2,-1.6
8.2,0.8,92.7,3,2,1
8.4,2.1,92.4,2.8,2.4,-8.2
8.4,2.4,91.5,4.2,19,9.4
12.6,2.8,90.1,-1.8,-32.6,-46
9.2,3.9,88.8,1.6,-1,30.4
8.8,1.4,88.8,2.4,-9.4,4.2
9.3,2.2,88,0.8,7.8,-16.8
9.3,1.9,88,0.2,-15.4,1.6
9.9,1,89.4,-2.2,9.8,-19
8.9,0.3,89.4,-1.2,2.4,-28.4
9.6,-0.1,90.2,-1.4,-16,-20.6
9.1,-0.2,90.7,1.4,7.4,17.4
9.4,-0.7,91,0.4,-2.4,-7.2
8.5,-1,92,2.2,0.2,6.6
10.5,-1,92.4,4.4,1.8,10
10.2,-1.3,92.7,-0.4,6.4,-10.8
10.2,-1.3,92.7,1.8,4,26.4
10.2,-1.3,92.7,3.6,-1.2,7
10.2,-1.3,92.7,-4,6.6,-23.6
10.2,-1.3,92.7,2,11.6,9.8
10.2,-1.3,92.7,-0.2,-3.8,2.6
10.2,-1.3,92.7,4.6,4.4,6.2
8.2,0.6,92.1,2.4,1.8,-0.4
7.2,0,92.9,3,-11.6,7.2
7.8,0,93.7,-2.4,-3.8,-2.8
5.9,-0.1,94.8,1,5,21.8
7,0,95.1,-0.8,-1.8,-0.2
9.6,1.1,95.9,-1.2,8.2,-37.4
7.3,1,96.3,-1.2,14.6,16.6
9.3,0.4,97,-2.4,-2.2,15
6.9,0.3,97.3,-3,-2.6,-5.2
9.5,1.7,97.2,-1.4,7,5.6
9.1,1.9,96.6,0.2,-6.8,-9
7.1,2.2,97,1.6,6.6,3.2
7.4,2.2,96.7,1,-31.2,15.2
9.7,4.1,96.1,-3.2,2.8,-42
7.5,2.7,96.2,-0.2,-1.2,-7
6.8,3,96.1,2.4,0.6,-4.4
9.2,3,95.7,4.4,11,2.2
8.4,3.2,94.5,-0.6,-0.8,-16.6
7.4,2.9,93.4,-0.8,5.4,1.6
6.6,2.5,92.9,0.8,8.4,-0.8
8.5,3.2,92.2,-0.8,3.2,-12.4
7.3,2.8,91.7,3.8,-5.4,13.2
7.4,1.8,91.4,0.4,1.4,11.2
7.1,1.5,91.4,0.6,-4,8.2
7.5,-0.2,92.3,-2.6,13.8,-4.4
8.4,-0.4,93.6,-7,-8.6,-6
8.2,-0.5,94.4,1,-4.8,-17.2
9.5,-0.1,94.3,1,7.4,-10.4
9.9,1.7,93.1,-1.8,19.6,-51
12.3,4.2,91.7,2.8,7.2,7.6
7.2,1.8,91.8,2.8,26.8,47.2
9.4,1,92.1,-2.8,-7.8,-18
7,0.5,93.5,4.2,-2.2,7
9.2,0.2,94.4,3.6,17.4,-12.4
7.1,-0.3,95.2,-4,6,-7.8
7.5,0.9,94.8,1.6,8.6,2.8
9.8,1.4,94.1,-1.4,-0.2,-18.2
8.8,1.4,93.5,-0.2,4,22.2
7.4,2.3,93.7,1.6,4.4,5.8
7.2,2.1,94,1.8,2,23.4
6.5,1.2,92.7,-3.6,2,-15.2
7.9,0.6,92.6,2.6,0.2,10.6
6.7,0,92.8,-1,-5,8.6
6,0.2,93.2,0.8,15.2,-2.8
9.1,0.6,94.7,-1.4,0.4,-47.2
6.3,0.2,93.6,4.8,8.4,7.6
7.1,0.1,93.1,-0.6,1.8,1.4
7.8,0.2,93.6,-2.4,-3.2,5.8
6.5,-0.1,94.3,-1,-9.6,1.8
7,0.3,94.4,-0.4,6,-18.4
7.4,0.3,93.9,2.6,-1,2
7.7,1.3,93.2,-0.8,-10.6,-10
8.4,0.9,93.7,-7.8,7,-3.8
9.4,-0.3,94.1,0,-24.8,-26
6,0.7,94.7,1,-3.2,19.2
8.1,1.2,95.3,-1,8.8,-18.2
8.2,1.1,94.8,3.2,10,-21.6
8.2,0.9,94.1,5.8,2.6,3.6
7.2,2.1,93.7,-3,3,7.4
7.7,2.1,93.1,1.4,-3.4,-3
8.4,2.1,93.6,2,-5,-3.8
6.8,2.4,93.7,1,12.2,7.4
8,2.9,93.3,-2.6,0.2,-11.2
7.2,2.6,92.7,-1,0.6,12.2
7,2.3,91.7,0.4,8.6,-11
5.6,1.7,91.7,2.6,-1.4,35.6
7.3,1.7,91.6,1.4,0,13
8.1,2.3,91.4,-5.8,8.2,-4.6
8.1,1.2,91.7,-0.4,-3.4,0.6
8.1,1.2,92.4,2.6,12.2,-16
7.2,0.9,93.1,-0.6,1.2,22
7.7,1.1,92.4,4,1,7.8
7.2,0.8,91.6,1.6,1.2,4.2
7,0.8,91.4,0.2,-4,34
7.4,-0.2,91.9,3.8,-8.4,3
7,0.4,93.2,-0.6,-4,-5.2
7.6,0.7,94,1.2,-6.6,3.4
7.5,1.2,94.3,2,-0.6,-0.8
7.6,1.8,93.7,-0.8,-5.8,-6.8
7.5,1.8,92.6,1.6,2.4,-9.2
7.2,1.8,92.6,0.4,3.2,4.4
7,0.8,92.3,-1.4,-0.2,5.4
6.8,0.2,92.7,3.6,-1.4,16.4
7.1,-0.1,93.8,2.6,-2.4,18.6
6.6,-0.3,93.8,3.6,-6.8,3.2
8.1,0.6,94,2.6,-5.2,4.2
7.9,1.2,93.7,0.4,-0.2,-10.6
8.1,1.9,93.5,-4.2,2.2,-1.8
7,1.7,93.5,0,2.4,-16.2
7.5,1.4,93,3,11,1
8,0.3,92.8,6,6.6,12.8
9.3,0.7,92.7,-8.6,-10.6,-58.8
8.2,-0.3,93,8.2,10,27.2
9.3,1.1,93.7,-1.8,3.6,-24.8
9,0.1,94.2,-0.2,0.2,-2.2
8.7,0.8,94.6,0.8,-5.6,12.2
8.1,1.6,94.8,-1.6,2.4,-2.4
7.8,1.2,93.9,-2.2,2.2,-17.8
9,1.4,94.1,0.2,-3,-12.6
8.3,1.4,93.9,-5.8,-29,12.8
5.6,0.9,93,2.6,7.8,24.2
5.7,1.6,93.6,-2,5.6,8.8
5.9,1.7,93.8,0,-13.6,23
6.7,2.3,94.4,0.8,6.8,2.4
6.1,1.9,94,2.6,3,4.4
5.3,1.4,93.3,-1,-0.8,2.6
6.7,1.2,93.3,-1.6,6,-17.4
8.5,0.9,94.3,5.4,-2,9.4
7.3,0.7,94.9,-6.8,-1.4,-2
8.3,1.5,95.6,-3,0.4,-4
8.2,2.3,95.3,1,5.6,-12.8
6.3,1.7,94.6,-0.6,21,-30.4
8,2.2,93.9,2,2.8,-14.4
7.4,2.1,93,0.2,-8.6,3
7,0.7,92.9,3.8,-5.4,6.2
7.9,-0.5,93.9,-2.8,15.2,-3
7.1,-1.1,94.1,-5.8,-6.4,7.6
6,-0.7,94.7,3.4,4.4,-8.6
7.1,-0.2,96.4,-0.8,-12,-7.6
7.7,0.5,96.3,2.6,-4.6,-1.8
7.5,1.3,95.6,-1.2,-6.2,-10.6
7.7,1.7,95.2,-1.4,-6,-22.4
5.4,1.3,95.3,0.6,4.4,-21.2
6.4,1.5,96.1,0.2,5,22.8
8.5,1.3,96.4,1.6,-11.2,1.8
5.8,1.6,96.1,-3,-3,9.2
6.4,2.6,96.2,-1.6,-1.2,-0.2
7.7,3.4,95.3,-1.8,-7.6,5.6
7.3,3.1,94.2,-1.6,-3.2,12
7.4,2.8,94.2,-1.4,-10.6,12
9.5,2.4,93.6,5.2,14.2,-18.4
9.9,1.8,93.1,-0.6,-20.2,1.8
9.8,0.8,91.9,-12,-12.8,-15.6
11.2,1.3,91.4,-4.6,-3.8,-19.8
8,-0.2,92.4,-0.6,-4,19.6
8.4,-0.7,93.7,-3.6,-3.6,-1.8
8.7,-0.9,94.3,0.2,-2.8,-5.8
7.9,-0.8,94.6,0.2,-3.8,-9
7.5,-0.8,94.9,0,5.6,-7.8
8.2,-1,95.2,0.6,6.2,-13.4
7.6,-1.6,95.6,5.4,9,-2.6
7.6,-1,95.3,-0.6,8.2,-1
8.3,-0.3,95.2,0,4.2,6.2
8.6,-0.7,96.4,0.6,6.2,-8.6
10.2,0.5,96.7,-2.4,-9.2,-5.6
8.6,0.6,96.8,-0.6,-1,7.8
9.1,0.3,98.4,0,-2.4,-18.4
8.9,0.5,99.1,0.6,-9.6,-8.6
8.7,1,98.2,-0.6,-0.4,24
9.4,1,97.1,2.8,-11.6,-4.2
9.2,2,96,-3.8,0.8,-7.6
8.9,2.4,95.8,-2.2,-0.4,6.4
9.3,3.1,94.7,-0.4,4.8,-9.6
9,4,93.2,2,5.4,-11.2
9.7,3,91.8,3.8,7.6,-7.6
11,2.9,90.4,0,5,-7
10,2,89.4,0,-0.8,-9.2
9.6,1.6,89.4,0.4,4.2,10.8
8.4,0.4,90.7,0.6,11,-7.4
7.4,-0.1,92.1,0.6,-3.8,-2
7.2,-0.2,92.1,4.2,-6,21.2
9.1,0,92.3,-2.6,6.4,-12.2
8.2,0.7,91.9,-0.8,0.4,-5.4
7.2,0.3,92.4,3.8,6.4,14.6
7.6,0.4,92.3,1,-7,1.4
7,-0.2,92.3,2,5.6,5.8
8,0.3,92.7,0.6,-6.8,-16.6
5.7,-0.3,92.3,3,5.4,-4.6
5.8,-0.6,92,2.2,8.4,1.6
6.5,-0.1,91.8,2.4,8.8,18.6
7,-1.3,92.1,-4.6,-4,14.6
4.7,-2,93.5,0.8,1.2,17.2
